domain,label,asn,cop,subnet
202.92.4.41,0.5,135905.0,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,202.92.4
162.0.208.60,0.5,22612.0,NAMECHEAP-NET,162.0.208
104.21.41.191,0.5,13335.0,CLOUDFLARENET,104.21.41
172.67.166.209,0.5,13335.0,CLOUDFLARENET,172.67.166
217.168.167.34,0.5,20521.0,Bellnet Limited,217.168.167
129.2.148.6,0.5,27.0,UMDNET,129.2.148
121.41.29.143,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",121.41.29
104.21.54.232,0.5,13335.0,CLOUDFLARENET,104.21.54
172.67.143.33,0.5,13335.0,CLOUDFLARENET,172.67.143
104.18.24.223,0.5,13335.0,CLOUDFLARENET,104.18.24
104.18.25.223,0.5,13335.0,CLOUDFLARENET,104.18.25
195.85.23.34,0.5,209242.0,"Cloudflare London, LLC",195.85.23
10.13.241.74,0.5,asn,cop,10.13.241
34.194.77.101,0.5,14618.0,AMAZON-AES,34.194.77
54.237.191.95,0.5,14618.0,AMAZON-AES,54.237.191
103.104.50.60,0.5,asn,cop,103.104.50
157.240.201.167,0.5,32934.0,FACEBOOK,157.240.201
185.207.236.174,0.5,39572.0,DataWeb Global Group B.V.,185.207.236
185.207.236.48,0.5,39572.0,DataWeb Global Group B.V.,185.207.236
18.210.5.54,0.5,14618.0,AMAZON-AES,18.210.5
54.84.115.47,0.5,14618.0,AMAZON-AES,54.84.115
104.21.73.200,0.5,13335.0,CLOUDFLARENET,104.21.73
172.67.165.207,0.5,13335.0,CLOUDFLARENET,172.67.165
172.67.190.253,0.5,13335.0,CLOUDFLARENET,172.67.190
104.21.20.28,0.5,13335.0,CLOUDFLARENET,104.21.20
104.21.41.10,0.5,13335.0,CLOUDFLARENET,104.21.41
172.67.158.214,0.5,13335.0,CLOUDFLARENET,172.67.158
223.119.248.67,0.5,58453.0,"Level 30, Tower 1",223.119.248
103.244.44.18,0.5,2514.0,"NTT PC Communications, Inc.",103.244.44
5.161.144.205,0.5,213230.0,Hetzner Online GmbH,5.161.144
104.18.32.64,0.5,13335.0,CLOUDFLARENET,104.18.32
172.64.155.192,0.5,13335.0,CLOUDFLARENET,172.64.155
172.67.138.52,0.5,13335.0,CLOUDFLARENET,172.67.138
104.21.54.109,0.5,13335.0,CLOUDFLARENET,104.21.54
149.202.16.181,0.5,16276.0,OVH SAS,149.202.16
130.56.67.33,0.5,7575.0,Australian Academic and Research Network AARNet,130.56.67
39.96.163.25,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",39.96.163
39.96.174.241,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",39.96.174
39.96.161.160,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",39.96.161
39.96.170.47,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",39.96.170
39.96.174.216,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",39.96.174
39.96.167.184,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",39.96.167
39.96.172.89,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",39.96.172
39.96.171.166,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",39.96.171
39.96.170.20,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",39.96.170
39.96.161.252,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",39.96.161
39.96.171.37,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",39.96.171
39.96.173.89,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",39.96.173
52.4.218.213,0.5,14618.0,AMAZON-AES,52.4.218
149.28.34.85,0.5,20473.0,AS-CHOOPA,149.28.34
46.229.170.116,0.5,39572.0,DataWeb Global Group B.V.,46.229.170
118.193.121.60,0.5,23724.0,"IDC, China Telecommunications Corporation",118.193.121
223.119.219.202,0.5,58453.0,"Level 30, Tower 1",223.119.219
111.87.4.225,0.5,2516.0,KDDI CORPORATION,111.87.4
213.152.173.40,0.5,49453.0,Global Layer B.V.,213.152.173
18.154.131.209,0.5,16509.0,AMAZON-02,18.154.131
18.154.131.113,0.5,16509.0,AMAZON-02,18.154.131
18.154.131.135,0.5,16509.0,AMAZON-02,18.154.131
18.154.131.203,0.5,16509.0,AMAZON-02,18.154.131
23.99.92.83,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,23.99.92
40.69.201.11,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.69.201
172.67.133.212,0.5,13335.0,CLOUDFLARENET,172.67.133
104.21.5.205,0.5,13335.0,CLOUDFLARENET,104.21.5
20.60.183.11,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,20.60.183
178.236.7.220,0.5,16509.0,AMAZON-02,178.236.7
54.239.34.171,0.5,16509.0,AMAZON-02,54.239.34
54.239.33.58,0.5,16509.0,AMAZON-02,54.239.33
54.223.66.17,0.5,55960.0,Beijing Guanghuan Xinwang Digital,54.223.66
52.80.118.151,0.5,55960.0,Beijing Guanghuan Xinwang Digital,52.80.118
47.113.75.126,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",47.113.75
92.223.29.27,0.5,199524.0,G-Core Labs S.A.,92.223.29
92.223.29.22,0.5,199524.0,G-Core Labs S.A.,92.223.29
172.67.217.114,0.5,13335.0,CLOUDFLARENET,172.67.217
104.21.78.67,0.5,13335.0,CLOUDFLARENET,104.21.78
20.189.173.18,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,20.189.173
220.160.52.109,0.5,4134.0,Chinanet,220.160.52
47.113.75.131,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",47.113.75
113.200.19.7,0.5,4837.0,CHINA UNICOM China169 Backbone,113.200.19
104.21.44.207,0.5,13335.0,CLOUDFLARENET,104.21.44
172.67.203.179,0.5,13335.0,CLOUDFLARENET,172.67.203
104.21.84.94,0.5,13335.0,CLOUDFLARENET,104.21.84
172.67.190.231,0.5,13335.0,CLOUDFLARENET,172.67.190
39.108.135.122,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",39.108.135
104.21.0.251,0.5,13335.0,CLOUDFLARENET,104.21.0
172.67.151.156,0.5,13335.0,CLOUDFLARENET,172.67.151
128.102.186.77,0.5,270.0,AS270,128.102.186
104.21.86.160,0.5,13335.0,CLOUDFLARENET,104.21.86
172.67.221.188,0.5,13335.0,CLOUDFLARENET,172.67.221
185.207.236.43,0.5,39572.0,DataWeb Global Group B.V.,185.207.236
185.207.236.169,0.5,39572.0,DataWeb Global Group B.V.,185.207.236
106.4.158.122,0.5,4134.0,Chinanet,106.4.158
52.123.128.14,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.123.128
52.123.129.14,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.123.129
172.67.176.209,0.5,13335.0,CLOUDFLARENET,172.67.176
104.21.17.140,0.5,13335.0,CLOUDFLARENET,104.21.17
104.21.92.111,0.5,13335.0,CLOUDFLARENET,104.21.92
172.67.192.22,0.5,13335.0,CLOUDFLARENET,172.67.192
94.76.215.103,0.5,29550.0,Simply Transit Ltd,94.76.215
13.107.42.11,0.5,8068.0,MICROSOFT-CORP-MSN-AS-BLOCK,13.107.42
49.4.47.241,0.5,4808.0,China Unicom Beijing Province Network,49.4.47
123.249.62.130,0.5,55990.0,Huawei Cloud Service data center,123.249.62
222.158.205.72,0.5,2510.0,FUJITSU LIMITED,222.158.205
3.5.64.134,0.5,16509.0,AMAZON-02,3.5.64
52.218.0.216,0.5,16509.0,AMAZON-02,52.218.0
52.92.2.58,0.5,16509.0,AMAZON-02,52.92.2
52.92.16.122,0.5,16509.0,AMAZON-02,52.92.16
3.5.71.60,0.5,16509.0,AMAZON-02,3.5.71
52.218.90.184,0.5,16509.0,AMAZON-02,52.218.90
3.5.72.136,0.5,16509.0,AMAZON-02,3.5.72
128.105.2.6,0.5,59.0,WISC-MADISON-AS,128.105.2
118.190.204.234,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",118.190.204
172.67.151.203,0.5,13335.0,CLOUDFLARENET,172.67.151
104.21.82.32,0.5,13335.0,CLOUDFLARENET,104.21.82
104.21.55.222,0.5,13335.0,CLOUDFLARENET,104.21.55
172.67.173.198,0.5,13335.0,CLOUDFLARENET,172.67.173
192.64.119.158,0.5,22612.0,NAMECHEAP-NET,192.64.119
104.21.88.39,0.5,13335.0,CLOUDFLARENET,104.21.88
172.67.172.73,0.5,13335.0,CLOUDFLARENET,172.67.172
172.67.145.87,0.5,13335.0,CLOUDFLARENET,172.67.145
104.21.71.128,0.5,13335.0,CLOUDFLARENET,104.21.71
104.26.1.148,0.5,13335.0,CLOUDFLARENET,104.26.1
104.26.0.148,0.5,13335.0,CLOUDFLARENET,104.26.0
172.67.72.46,0.5,13335.0,CLOUDFLARENET,172.67.72
159.27.2.14,0.5,58593.0,"Shanghai Blue Cloud Technology Co.,Ltd",159.27.2
134.224.209.147,0.5,16509.0,AMAZON-02,134.224.209
172.67.176.231,0.5,13335.0,CLOUDFLARENET,172.67.176
104.21.67.132,0.5,13335.0,CLOUDFLARENET,104.21.67
18.154.206.109,0.5,16509.0,AMAZON-02,18.154.206
18.154.206.122,0.5,16509.0,AMAZON-02,18.154.206
18.154.206.74,0.5,16509.0,AMAZON-02,18.154.206
18.154.206.78,0.5,16509.0,AMAZON-02,18.154.206
216.239.136.209,0.5,19237.0,OMNIS,216.239.136
174.129.191.68,0.5,14618.0,AMAZON-AES,174.129.191
34.234.31.229,0.5,14618.0,AMAZON-AES,34.234.31
52.86.88.0,0.5,14618.0,AMAZON-AES,52.86.88
54.240.170.6,0.5,16509.0,AMAZON-02,54.240.170
54.240.170.122,0.5,16509.0,AMAZON-02,54.240.170
54.240.170.83,0.5,16509.0,AMAZON-02,54.240.170
54.240.170.8,0.5,16509.0,AMAZON-02,54.240.170
106.39.41.88,0.5,4847.0,China Networks Inter-Exchange,106.39.41
104.21.39.143,0.5,13335.0,CLOUDFLARENET,104.21.39
172.67.146.29,0.5,13335.0,CLOUDFLARENET,172.67.146
212.40.120.230,0.5,12594.0,Comnica Kft.,212.40.120
219.224.31.137,0.5,4538.0,China Education and Research Network Center,219.224.31
104.21.56.174,0.5,13335.0,CLOUDFLARENET,104.21.56
172.67.187.89,0.5,13335.0,CLOUDFLARENET,172.67.187
44.198.86.118,0.5,14618.0,AMAZON-AES,44.198.86
18.235.168.50,0.5,14618.0,AMAZON-AES,18.235.168
172.67.192.210,0.5,13335.0,CLOUDFLARENET,172.67.192
104.21.36.113,0.5,13335.0,CLOUDFLARENET,104.21.36
162.251.110.1,0.5,32338.0,HOSTISERVER,162.251.110
172.67.219.70,0.5,13335.0,CLOUDFLARENET,172.67.219
104.21.24.151,0.5,13335.0,CLOUDFLARENET,104.21.24
64.210.131.107,0.5,29789.0,REFLECTED,64.210.131
104.21.26.81,0.5,13335.0,CLOUDFLARENET,104.21.26
172.67.135.164,0.5,13335.0,CLOUDFLARENET,172.67.135
54.94.115.50,0.5,16509.0,AMAZON-02,54.94.115
54.94.71.6,0.5,16509.0,AMAZON-02,54.94.71
54.232.192.210,0.5,16509.0,AMAZON-02,54.232.192
104.21.88.229,0.5,13335.0,CLOUDFLARENET,104.21.88
172.67.153.182,0.5,13335.0,CLOUDFLARENET,172.67.153
162.251.108.114,0.5,32338.0,HOSTISERVER,162.251.108
101.231.121.36,0.5,4812.0,China Telecom Group,101.231.121
157.230.139.30,0.5,14061.0,DIGITALOCEAN-ASN,157.230.139
104.21.36.37,0.5,13335.0,CLOUDFLARENET,104.21.36
172.67.184.181,0.5,13335.0,CLOUDFLARENET,172.67.184
121.41.70.248,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",121.41.70
39.104.21.243,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",39.104.21
40.113.23.123,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.113.23
104.21.21.150,0.5,13335.0,CLOUDFLARENET,104.21.21
172.67.199.79,0.5,13335.0,CLOUDFLARENET,172.67.199
193.239.7.119,0.5,60781.0,LeaseWeb Netherlands B.V.,193.239.7
104.21.87.169,0.5,13335.0,CLOUDFLARENET,104.21.87
172.67.144.196,0.5,13335.0,CLOUDFLARENET,172.67.144
52.5.96.96,0.5,14618.0,AMAZON-AES,52.5.96
172.67.162.121,0.5,13335.0,CLOUDFLARENET,172.67.162
104.21.49.118,0.5,13335.0,CLOUDFLARENET,104.21.49
54.215.93.64,0.5,16509.0,AMAZON-02,54.215.93
49.7.37.70,0.5,23724.0,"IDC, China Telecommunications Corporation",49.7.37
104.21.66.204,0.5,13335.0,CLOUDFLARENET,104.21.66
172.67.207.63,0.5,13335.0,CLOUDFLARENET,172.67.207
172.67.139.137,0.5,13335.0,CLOUDFLARENET,172.67.139
104.21.89.92,0.5,13335.0,CLOUDFLARENET,104.21.89
147.75.40.150,0.5,54825.0,PACKET,147.75.40
35.190.72.41,0.5,15169.0,GOOGLE,35.190.72
138.124.181.10,0.5,200195.0,"Verasel, Inc.",138.124.181
42.186.192.167,0.5,45062.0,NetEase Building No.16 Ke Yun Road,42.186.192
109.71.161.170,0.5,34655.0,JWE S.a r.l.,109.71.161
88.214.196.51,0.5,400513.0,IPIPE-INC,88.214.196
172.67.183.85,0.5,13335.0,CLOUDFLARENET,172.67.183
104.21.18.203,0.5,13335.0,CLOUDFLARENET,104.21.18
203.208.43.153,0.5,24424.0,"Beijing Gu Xiang Information Technology Co.,Ltd.",203.208.43
118.212.233.135,0.5,4837.0,CHINA UNICOM China169 Backbone,118.212.233
152.19.134.47,0.5,36850.0,UNC-CH,152.19.134
108.158.134.92,0.5,16509.0,AMAZON-02,108.158.134
108.158.134.74,0.5,16509.0,AMAZON-02,108.158.134
108.158.134.205,0.5,16509.0,AMAZON-02,108.158.134
108.158.134.125,0.5,16509.0,AMAZON-02,108.158.134
139.196.41.166,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",139.196.41
168.235.82.205,0.5,3842.0,RAMNODE,168.235.82
49.4.36.244,0.5,4808.0,China Unicom Beijing Province Network,49.4.36
49.4.19.41,0.5,55990.0,Huawei Cloud Service data center,49.4.19
74.117.183.57,0.5,40824.0,WZ-US-40824,74.117.183
185.73.221.58,0.5,32338.0,HOSTISERVER,185.73.221
167.114.80.60,0.5,16276.0,OVH SAS,167.114.80
213.174.130.106,0.5,39572.0,DataWeb Global Group B.V.,213.174.130
139.180.138.197,0.5,20473.0,AS-CHOOPA,139.180.138
172.67.157.116,0.5,13335.0,CLOUDFLARENET,172.67.157
104.21.73.37,0.5,13335.0,CLOUDFLARENET,104.21.73
155.159.236.144,0.5,137951.0,ASLINE LIMITED,155.159.236
88.208.36.149,0.5,39572.0,DataWeb Global Group B.V.,88.208.36
191.101.13.156,0.5,47583.0,Hostinger International Limited,191.101.13
210.32.15.162,0.5,4538.0,China Education and Research Network Center,210.32.15
23.40.250.32,0.5,16625.0,AKAMAI-AS,23.40.250
35.247.90.114,0.5,396982.0,GOOGLE-CLOUD-PLATFORM,35.247.90
51.91.75.168,0.5,16276.0,OVH SAS,51.91.75
172.67.167.41,0.5,13335.0,CLOUDFLARENET,172.67.167
104.21.35.9,0.5,13335.0,CLOUDFLARENET,104.21.35
207.66.135.94,0.5,11608.0,ATG-11608,207.66.135
207.66.135.93,0.5,11608.0,ATG-11608,207.66.135
43.202.159.164,0.5,16509.0,AMAZON-02,43.202.159
15.165.152.142,0.5,16509.0,AMAZON-02,15.165.152
43.201.126.165,0.5,16509.0,AMAZON-02,43.201.126
3.39.85.74,0.5,16509.0,AMAZON-02,3.39.85
3.35.87.213,0.5,16509.0,AMAZON-02,3.35.87
43.203.79.239,0.5,16509.0,AMAZON-02,43.203.79
52.79.107.142,0.5,16509.0,AMAZON-02,52.79.107
43.202.83.115,0.5,16509.0,AMAZON-02,43.202.83
172.67.157.5,0.5,13335.0,CLOUDFLARENET,172.67.157
104.21.40.202,0.5,13335.0,CLOUDFLARENET,104.21.40
172.66.40.104,0.5,13335.0,CLOUDFLARENET,172.66.40
172.66.43.152,0.5,13335.0,CLOUDFLARENET,172.66.43
14.215.182.64,0.5,4134.0,Chinanet,14.215.182
104.18.33.51,0.5,13335.0,CLOUDFLARENET,104.18.33
172.64.154.205,0.5,13335.0,CLOUDFLARENET,172.64.154
223.119.129.138,0.5,58453.0,"Level 30, Tower 1",223.119.129
172.67.72.170,0.5,13335.0,CLOUDFLARENET,172.67.72
104.26.9.141,0.5,13335.0,CLOUDFLARENET,104.26.9
104.26.8.141,0.5,13335.0,CLOUDFLARENET,104.26.8
42.187.161.149,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,42.187.161
52.219.163.70,0.5,16509.0,AMAZON-02,52.219.163
52.219.136.186,0.5,16509.0,AMAZON-02,52.219.136
52.219.1.75,0.5,16509.0,AMAZON-02,52.219.1
3.5.156.105,0.5,16509.0,AMAZON-02,3.5.156
3.5.159.158,0.5,16509.0,AMAZON-02,3.5.159
52.219.8.23,0.5,16509.0,AMAZON-02,52.219.8
52.219.137.38,0.5,16509.0,AMAZON-02,52.219.137
172.67.73.242,0.5,13335.0,CLOUDFLARENET,172.67.73
104.26.4.94,0.5,13335.0,CLOUDFLARENET,104.26.4
104.26.5.94,0.5,13335.0,CLOUDFLARENET,104.26.5
202.116.74.5,0.5,4538.0,China Education and Research Network Center,202.116.74
185.159.83.40,0.5,14576.0,HOSTING-SOLUTIONS,185.159.83
219.224.31.128,0.5,4538.0,China Education and Research Network Center,219.224.31
182.61.201.88,0.5,38365.0,"Beijing Baidu Netcom Science and Technology Co., Ltd.",182.61.201
182.61.244.116,0.5,38365.0,"Beijing Baidu Netcom Science and Technology Co., Ltd.",182.61.244
172.67.167.58,0.5,13335.0,CLOUDFLARENET,172.67.167
104.21.16.100,0.5,13335.0,CLOUDFLARENET,104.21.16
104.16.180.13,0.5,13335.0,CLOUDFLARENET,104.16.180
104.16.181.13,0.5,13335.0,CLOUDFLARENET,104.16.181
39.105.131.190,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",39.105.131
104.21.26.35,0.5,13335.0,CLOUDFLARENET,104.21.26
172.67.135.87,0.5,13335.0,CLOUDFLARENET,172.67.135
163.237.214.188,0.5,19255.0,YOUR-ORG-INC-NA,163.237.214
138.201.129.184,0.5,24940.0,Hetzner Online GmbH,138.201.129
104.21.50.93,0.5,13335.0,CLOUDFLARENET,104.21.50
172.67.159.235,0.5,13335.0,CLOUDFLARENET,172.67.159
14.18.235.102,0.5,4134.0,Chinanet,14.18.235
46.229.168.197,0.5,39572.0,DataWeb Global Group B.V.,46.229.168
162.250.176.16,0.5,400492.0,DP-NET-ASN-01,162.250.176
162.251.111.9,0.5,32338.0,HOSTISERVER,162.251.111
172.67.171.136,0.5,13335.0,CLOUDFLARENET,172.67.171
104.21.87.247,0.5,13335.0,CLOUDFLARENET,104.21.87
216.172.60.150,0.5,15317.0,SERVEREL-AS,216.172.60
42.159.163.11,0.5,58593.0,"Shanghai Blue Cloud Technology Co.,Ltd",42.159.163
42.159.35.11,0.5,58593.0,"Shanghai Blue Cloud Technology Co.,Ltd",42.159.35
172.67.146.114,0.5,13335.0,CLOUDFLARENET,172.67.146
104.21.79.152,0.5,13335.0,CLOUDFLARENET,104.21.79
43.137.223.219,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,43.137.223
43.137.222.29,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,43.137.222
43.137.223.103,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,43.137.223
43.137.223.132,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,43.137.223
43.137.221.166,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,43.137.221
43.137.221.53,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,43.137.221
43.137.222.143,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,43.137.222
175.27.38.203,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,175.27.38
43.137.222.182,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,43.137.222
43.137.221.161,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,43.137.221
172.67.222.106,0.5,13335.0,CLOUDFLARENET,172.67.222
104.21.75.110,0.5,13335.0,CLOUDFLARENET,104.21.75
221.226.112.134,0.5,4134.0,Chinanet,221.226.112
54.219.144.254,0.5,16509.0,AMAZON-02,54.219.144
54.215.198.137,0.5,16509.0,AMAZON-02,54.215.198
184.73.157.148,0.5,14618.0,AMAZON-AES,184.73.157
54.208.120.171,0.5,14618.0,AMAZON-AES,54.208.120
3.225.98.101,0.5,14618.0,AMAZON-AES,3.225.98
3.231.96.12,0.5,14618.0,AMAZON-AES,3.231.96
172.67.207.181,0.5,13335.0,CLOUDFLARENET,172.67.207
104.21.58.212,0.5,13335.0,CLOUDFLARENET,104.21.58
178.162.218.206,0.5,28753.0,Leaseweb Deutschland GmbH,178.162.218
132.239.8.119,0.5,7377.0,UCSD,132.239.8
96.46.186.186,0.5,7979.0,SERVERS-COM,96.46.186
104.18.43.71,0.5,13335.0,CLOUDFLARENET,104.18.43
172.64.144.185,0.5,13335.0,CLOUDFLARENET,172.64.144
172.67.147.190,0.5,13335.0,CLOUDFLARENET,172.67.147
104.21.28.224,0.5,13335.0,CLOUDFLARENET,104.21.28
172.67.69.186,0.5,13335.0,CLOUDFLARENET,172.67.69
104.26.15.64,0.5,13335.0,CLOUDFLARENET,104.26.15
104.26.14.64,0.5,13335.0,CLOUDFLARENET,104.26.14
103.44.58.125,0.5,133865.0,"Beijing IQIYI Science & Technology Co., Ltd.",103.44.58
104.21.46.129,0.5,13335.0,CLOUDFLARENET,104.21.46
172.67.139.7,0.5,13335.0,CLOUDFLARENET,172.67.139
123.56.26.65,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",123.56.26
127.0.0.3,0.5,asn,cop,127.0.0
120.77.167.213,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",120.77.167
104.21.36.247,0.5,13335.0,CLOUDFLARENET,104.21.36
172.67.201.102,0.5,13335.0,CLOUDFLARENET,172.67.201
5.11.82.228,0.5,35415.0,Webzilla B.V.,5.11.82
134.84.196.210,0.5,217.0,UMN-SYSTEM,134.84.196
104.21.46.248,0.5,13335.0,CLOUDFLARENET,104.21.46
172.67.169.138,0.5,13335.0,CLOUDFLARENET,172.67.169
202.120.215.161,0.5,4538.0,China Education and Research Network Center,202.120.215
54.217.2.119,0.5,16509.0,AMAZON-02,54.217.2
54.229.155.6,0.5,16509.0,AMAZON-02,54.229.155
172.67.134.39,0.5,13335.0,CLOUDFLARENET,172.67.134
104.21.6.14,0.5,13335.0,CLOUDFLARENET,104.21.6
36.7.109.160,0.5,4134.0,Chinanet,36.7.109
140.112.36.6,0.5,17716.0,National Taiwan University,140.112.36
103.104.51.47,0.5,asn,cop,103.104.51
202.120.108.165,0.5,4538.0,China Education and Research Network Center,202.120.108
172.67.181.234,0.5,13335.0,CLOUDFLARENET,172.67.181
104.21.91.236,0.5,13335.0,CLOUDFLARENET,104.21.91
104.21.5.47,0.5,13335.0,CLOUDFLARENET,104.21.5
172.67.132.248,0.5,13335.0,CLOUDFLARENET,172.67.132
104.21.20.46,0.5,13335.0,CLOUDFLARENET,104.21.20
172.67.191.87,0.5,13335.0,CLOUDFLARENET,172.67.191
85.17.18.57,0.5,60781.0,LeaseWeb Netherlands B.V.,85.17.18
59.111.183.195,0.5,45062.0,NetEase Building No.16 Ke Yun Road,59.111.183
52.8.100.148,0.5,16509.0,AMAZON-02,52.8.100
156.251.63.183,0.5,399077.0,TERAEXCH,156.251.63
172.67.173.134,0.5,13335.0,CLOUDFLARENET,172.67.173
104.21.30.186,0.5,13335.0,CLOUDFLARENET,104.21.30
172.67.209.213,0.5,13335.0,CLOUDFLARENET,172.67.209
104.21.93.121,0.5,13335.0,CLOUDFLARENET,104.21.93
172.67.212.192,0.5,13335.0,CLOUDFLARENET,172.67.212
104.21.23.188,0.5,13335.0,CLOUDFLARENET,104.21.23
104.22.3.12,0.5,13335.0,CLOUDFLARENET,104.22.3
104.22.2.12,0.5,13335.0,CLOUDFLARENET,104.22.2
172.67.30.38,0.5,13335.0,CLOUDFLARENET,172.67.30
108.167.165.29,0.5,19871.0,NETWORK-SOLUTIONS-HOSTING,108.167.165
120.232.15.93,0.5,56040.0,China Mobile communications corporation,120.232.15
172.67.191.167,0.5,13335.0,CLOUDFLARENET,172.67.191
104.21.60.51,0.5,13335.0,CLOUDFLARENET,104.21.60
212.90.120.180,0.5,51167.0,Contabo GmbH,212.90.120
153.101.64.208,0.5,4837.0,CHINA UNICOM China169 Backbone,153.101.64
91.237.218.77,0.5,212882.0,dnx network sarl,91.237.218
146.59.67.101,0.5,16276.0,OVH SAS,146.59.67
205.251.75.115,0.5,29838.0,AMC,205.251.75
118.180.24.96,0.5,4134.0,Chinanet,118.180.24
202.112.192.195,0.5,4538.0,China Education and Research Network Center,202.112.192
179.60.195.37,0.5,32934.0,FACEBOOK,179.60.195
43.155.179.100,0.5,132203.0,"Tencent Building, Kejizhongyi Avenue",43.155.179
128.252.93.10,0.5,2552.0,WUSTL-ASN,128.252.93
52.101.10.5,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.101.10
52.101.41.0,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.101.41
52.101.9.0,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.101.9
52.101.42.13,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.101.42
52.101.8.42,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.101.8
52.101.40.1,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.101.40
67.43.229.163,0.5,36666.0,GTCOMM,67.43.229
112.34.111.53,0.5,9808.0,"China Mobile Communications Group Co., Ltd.",112.34.111
103.235.47.86,0.5,55967.0,"Beijing Baidu Netcom Science and Technology Co., Ltd.",103.235.47
134.224.141.120,0.5,16509.0,AMAZON-02,134.224.141
195.225.54.250,0.5,40824.0,WZ-US-40824,195.225.54
178.162.193.112,0.5,28753.0,Leaseweb Deutschland GmbH,178.162.193
106.11.23.53,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",106.11.23
172.67.221.246,0.5,13335.0,CLOUDFLARENET,172.67.221
104.21.46.7,0.5,13335.0,CLOUDFLARENET,104.21.46
103.172.111.50,0.5,209242.0,"Cloudflare London, LLC",103.172.111
172.67.192.142,0.5,13335.0,CLOUDFLARENET,172.67.192
104.21.44.7,0.5,13335.0,CLOUDFLARENET,104.21.44
99.192.223.130,0.5,27589.0,MOJOHOST,99.192.223
46.229.163.240,0.5,39572.0,DataWeb Global Group B.V.,46.229.163
152.3.160.151,0.5,13371.0,DUKE-INTERCHANGE,152.3.160
195.225.148.41,0.5,3163.0,DiemIT GmbH,195.225.148
172.67.182.121,0.5,13335.0,CLOUDFLARENET,172.67.182
104.21.67.229,0.5,13335.0,CLOUDFLARENET,104.21.67
149.56.80.217,0.5,16276.0,OVH SAS,149.56.80
59.63.28.154,0.5,4134.0,Chinanet,59.63.28
115.152.253.74,0.5,4134.0,Chinanet,115.152.253
51.91.67.53,0.5,16276.0,OVH SAS,51.91.67
135.125.104.101,0.5,16276.0,OVH SAS,135.125.104
208.122.218.16,0.5,27589.0,MOJOHOST,208.122.218
121.0.97.82,0.5,138195.0,MOACK.Co.LTD,121.0.97
